"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2006-Q4",3.3373063170441,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q1",2.48226950354609,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q2",2.0954598370198,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q3",1.84757505773668,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2007-Q4",2.99884659746253,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q1",4.26758938869669,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q2",4.44697833523374,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q3",4.98866213151927,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2008-Q4",3.69540873460246,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q1",2.32300884955751,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q2",1.52838427947599,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q3",1.18790496760261,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2009-Q4",2.05183585313178,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q1",2.91891891891888,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q2",3.01075268817209,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q3",2.88153681963712,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2010-Q4",2.64550264550261,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q1",3.36134453781515,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q2",3.65344467640913,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q3",3.42323651452283,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2011-Q4",2.9896907216495,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q1",1.52439024390244,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q2",1.20845921450152,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q3",1.90571715145436,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2012-Q4",2.10210210210211,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q1",2.50250250250249,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q2",2.38805970149252,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q3",2.26377952755903,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2013-Q4",2.64705882352943,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q1",2.9296875,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q2",3.10981535471332,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q3",2.30991337824835,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2014-Q4",1.71919770773635,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q1",1.32827324478179,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q2",1.50801131008483,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q3",1.41110065851363,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2015-Q4",1.69014084507045,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q1",1.310861423221,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q2",1.02135561745593,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q3",1.39146567717998,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2016-Q4",1.38504155124651,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q1",2.12569316081332,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q2",1.93014705882345,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q3",1.82982616651417,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2017-Q4",2.09471766848817,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q1",1.99095022624433,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q2",2.07394048692518,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q3",1.97663971248879,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2018-Q4",1.69491525423729,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q1",1.24223602484468,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q2",1.5017667844523,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q3",1.67400881057266,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",1.84210526315792,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",2.27870289219979,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",-0.261096605744132,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.693240901213123,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.947459086993984,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",0.942587832048,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.57766143106463,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",3.01204819277118,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",3.58361774744021,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",5.17826825127334,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",6.23420387531587,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",7.26817042606517,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",7.21863029795777,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",6.05677589289933,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",5.09218904933253,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.93216145211249,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.13926226124061,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.77824934090113,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.52349400254146,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.37078071982868,
"AUS","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.26902085160663,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q1",2.16086434573833,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q2",1.74811283273736,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q3",1.74188440221695,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1993-Q4",1.81388012618293,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q1",0.509204857030869,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q2",-0.117141741507202,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q3",0.116731517509737,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1994-Q4",0.0387296669248938,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q1",1.63678877630553,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q2",2.73651290070363,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q3",2.33190827827433,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1995-Q4",2.05187766163376,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q1",1.45705521472394,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q2",1.40791476407923,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q3",1.40524116976839,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1996-Q4",2.04855842185134,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q1",2.15419501133791,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q2",1.57598499061905,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q3",1.72284644194758,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1997-Q4",1.00371747211895,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q1",1.10987791342954,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q2",0.960472848171492,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q3",0.736377025036795,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1998-Q4",1.14096429885904,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q1",0.841566044639546,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q2",1.60995243322357,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q3",2.15643274853799,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","1999-Q4",2.36535662299849,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q1",2.72133526850507,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q2",2.41267554915375,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q3",2.68336314847942,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2000-Q4",3.12833274084612,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q1",2.71988696573648,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q2",3.58649789029531,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q3",2.68292682926831,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2001-Q4",1.06859703550497,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q1",1.54745529573593,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q2",1.32382892057026,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q3",2.4092297251442,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2002-Q4",3.81991814461121,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q1",4.40230274297325,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q2",2.74706867671692,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q3",2.15374420145789,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2003-Q4",1.70827858081468,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q1",0.908206292572162,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q2",2.21715030974889,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q3",1.94615634122612,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2004-Q4",2.29328165374675,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q1",2.1857923497268,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q2",1.85007974481665,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q3",2.57715558383713,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2005-Q4",2.30502052415537,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2006-Q1",2.54797106008174,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2006-Q2",2.53679924835572,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2006-Q3",1.61290322580642,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2006-Q4",1.38888888888885,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2007-Q1",1.84049079754603,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2007-Q2",2.10751374465496,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2007-Q3",2.07570207570208,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2007-Q4",2.49619482496198,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2008-Q1",1.74698795180722,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2008-Q2",2.3930601256356,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2008-Q3",3.5586124401914,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2008-Q4",1.84140184140183,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2009-Q1",1.18413262285378,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2009-Q2",0.0876424189308053,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2009-Q3",-0.837424198671722,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2009-Q4",0.787401574803156,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2010-Q1",1.60912814511408,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2010-Q2",1.37186223000579,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2010-Q3",1.86371578334311,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2010-Q4",2.22800925925926,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2011-Q1",2.44745177080336,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2011-Q2",3.4264324791247,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2011-Q3",3.030303030303,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2011-Q4",2.66062836116612,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2012-Q1",2.41708825182688,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2012-Q2",1.50334075723831,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2012-Q3",1.22086570477249,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2012-Q4",0.992555831265591,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2013-Q1",0.933040614709095,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2013-Q2",0.71311025781677,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2013-Q3",1.09649122807012,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2013-Q4",0.955500955500971,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2014-Q1",1.3322457857531,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2014-Q2",2.26034858387803,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2014-Q3",2.11496746203913,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2014-Q4",1.97404002163321,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2015-Q1",1.07324926214119,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2015-Q2",0.905459387483286,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2015-Q3",1.22145512480079,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2015-Q4",1.27287191726332,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2016-Q1",1.5396867533846,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2016-Q2",1.55713908683032,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2016-Q3",1.2329485834208,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2016-Q4",1.41398271798901,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2017-Q1",1.88235294117648,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2017-Q2",1.32536382536378,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2017-Q3",1.37341280124388,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2017-Q4",1.83320423444361,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2018-Q1",2.02720041057221,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2018-Q2",2.28263657348041,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2018-Q3",2.60736196319019,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2018-Q4",2.05375253549699,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q1",1.65995975855132,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q2",2.18154463390175,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q3",1.91828599900351,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",2.06211180124217,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",1.70707570509654,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",0.147239263803693,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",0.366658518699545,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",0.705939629990285,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",1.43517392361948,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",3.33251654006365,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.06721870433514,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",4.73773265651443,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",5.77937649880105,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",7.44605169551814,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",7.29817216162895,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2022-Q4",6.7897005050385,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q1",5.89108032766404,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q2",3.92394194102967,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q3",3.41204964221133,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2023-Q4",3.09069478458572,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q1",2.70924524397905,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q2",2.43188899901843,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q3",2.25886615631546,
"CAN","CPIFORECAST","TOT","AGRWTH","Q","2024-Q4",2.14706044608918,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q1",10.2772150558001,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q2",9.62153917700214,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q3",9.99815505621444,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1994-Q4",10.2569086651817,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q1",9.58788782648328,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q2",10.1358637428641,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q3",8.60826073592563,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1995-Q4",7.72751051425638,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q1",8.91150604098106,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q2",8.64171627528605,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q3",8.96273962761594,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1996-Q4",8.52777885820265,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q1",7.23214885112868,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q2",6.99831317427826,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q3",9.69305661109175,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1997-Q4",10.3490180096181,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q1",13.2815757952583,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q2",12.7615439092318,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q3",9.53854082951752,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1998-Q4",7.52818332203003,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q1",3.16599181666606,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q2",2.23306047033516,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q3",1.15769731595702,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","1999-Q4",2.01879062301435,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q1",3.53757710355681,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q2",3.53962065723788,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q3",3.91172224920625,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2000-Q4",4.10541883448788,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q1",4.08355747137344,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q2",4.81625123174058,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q3",5.43027631849986,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2001-Q4",4.31702383425127,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q1",3.82536534593945,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q2",2.36208293639654,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q3",0.860264833352047,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2002-Q4",0.62612555244696,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q1",-0.369438697126722,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q2",0.00931406221684292,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q3",0.0276683362484767,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2003-Q4",0.808473682161525,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q1",2.37688580525727,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q2",2.58160910348708,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q3",3.14321232943025,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2004-Q4",2.93633632290753,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q1",1.65597112607366,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q2",1.50174520674484,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q3",1.82152565262548,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2005-Q4",2.44250474403563,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q1",2.870865737079,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q2",2.8150931698658,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q3",2.91464088782956,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2006-Q4",1.55245562176626,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q1",1.47194017932869,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q2",2.34953042270296,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q3",2.61769957240979,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2007-Q4",4.95635152576587,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q1",7.36993417587479,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q2",6.77021846089323,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q3",6.66474250986773,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2008-Q4",4.69234280615765,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q1",2.1039596717458,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q2",1.36477019473407,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q3",0.209299046455663,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2009-Q4",0.422826645868282,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q1",0.658726013954446,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q2",1.27839872723187,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q3",1.9762914628982,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2010-Q4",1.97683401537703,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2011-Q1",1.78110021883892,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2011-Q2",1.76844314127656,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2011-Q3",1.83756618714993,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2011-Q4",2.2780218778858,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2012-Q1",3.65887313360435,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2012-Q2",3.44874128968167,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2012-Q3",3.24727815040147,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2012-Q4",2.8050282254062,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2013-Q1",1.85386848010064,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2013-Q2",1.60755721535252,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2013-Q3",1.22039242212104,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2013-Q4",1.07692748071103,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2014-Q1",0.244266881800175,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2014-Q2",0.202553990748087,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2014-Q3",0.533682281224746,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2014-Q4",0.395010478981732,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2015-Q1",0.145132029872852,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2015-Q2",0.682977203118491,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2015-Q3",0.334666343255915,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2015-Q4",0.0755419989479858,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2016-Q1",0.479845421854842,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2016-Q2",0.262163150888956,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2016-Q3",0.515682282255769,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2016-Q4",1.47611705180566,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2017-Q1",2.39835918212218,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2017-Q2",2.23768624204282,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2017-Q3",2.54092566742024,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2017-Q4",2.62279042928776,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2018-Q1",1.82309367853011,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2018-Q2",2.27962181550814,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2018-Q3",2.35144919260019,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2018-Q4",2.14183259195006,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2019-Q1",2.66102654108565,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2019-Q2",2.82444251668578,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2019-Q3",2.78885570894387,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2019-Q4",3.11273817457791,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q1",3.54997062324982,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q2",3.11279138461844,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q3",3.27896354583918,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2020-Q4",2.71328628371966,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q1",2.15355301562413,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q2",2.8710050368008,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q3",4.11708705858956,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2021-Q4",6.17942966107072,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q1",11.2202206535971,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q2",15.7522066775432,
"CZE","CPIFORECAST","TOT","AGRWTH","Q","2022-Q3",17.5949230535724,
